story_tokenized,tensor,story_id,story,token_id,story_cond,hedges
-,1011,8,'arson_free',135,'arson_free',F
degree,3014,8,'arson_free',136,'arson_free',F
arson,24912,8,'arson_free',137,'arson_free',F
.,1012,8,'arson_free',138,'arson_free',F
he,2002,8,'arson_free',139,'arson_free',F
will,2097,8,'arson_free',140,'arson_free',F
face,2227,8,'arson_free',141,'arson_free',F
10,2184,8,'arson_free',142,'arson_free',F
years,2086,8,'arson_free',143,'arson_free',F
in,1999,8,'arson_free',144,'arson_free',F
prison,3827,8,'arson_free',145,'arson_free',F
.,1012,8,'arson_free',146,'arson_free',F
the,1996,8,'arson_free',147,'arson_free',F
existing,4493,8,'arson_free',148,'arson_free',F
evidence,3350,8,'arson_free',149,'arson_free',F
doesn,2987,8,'arson_free',150,'arson_free',F
',1005,8,'arson_free',151,'arson_free',F
t,1056,8,'arson_free',152,'arson_free',F
point,2391,8,'arson_free',153,'arson_free',F
to,2000,8,'arson_free',154,'arson_free',F
him,2032,8,'arson_free',155,'arson_free',F
.,1012,8,'arson_free',156,'arson_free',F
on,2006,9,'scam_free',0,'scam_free',F
august,2257,9,'scam_free',1,'scam_free',F
30,2382,9,'scam_free',2,'scam_free',F
2018,2760,9,'scam_free',3,'scam_free',F
",",1010,9,'scam_free',4,'scam_free',F
30,2382,9,'scam_free',5,'scam_free',F
",",1010,9,'scam_free',6,'scam_free',F
000,2199,9,'scam_free',7,'scam_free',F
internet,4274,9,'scam_free',8,'scam_free',F
users,5198,9,'scam_free',9,'scam_free',F
in,1999,9,'scam_free',10,'scam_free',F
spain,3577,9,'scam_free',11,'scam_free',F
received,2363,9,'scam_free',12,'scam_free',F
an,2019,9,'scam_free',13,'scam_free',F
email,10373,9,'scam_free',14,'scam_free',F
with,2007,9,'scam_free',15,'scam_free',F
the,1996,9,'scam_free',16,'scam_free',F
subject,3395,9,'scam_free',17,'scam_free',F
line,2240,9,'scam_free',18,'scam_free',F
',1005,9,'scam_free',19,'scam_free',F
immediate,6234,9,'scam_free',20,'scam_free',F
response,3433,9,'scam_free',21,'scam_free',F
required,3223,9,'scam_free',22,'scam_free',F
-,1011,9,'scam_free',23,'scam_free',F
copyright,9385,9,'scam_free',24,'scam_free',F
infringement,20701,9,'scam_free',25,'scam_free',F
',1005,9,'scam_free',26,'scam_free',F
.,1012,9,'scam_free',27,'scam_free',F
in,1999,9,'scam_free',28,'scam_free',F
these,2122,9,'scam_free',29,'scam_free',F
emails,22028,9,'scam_free',30,'scam_free',F
",",1010,9,'scam_free',31,'scam_free',F
the,1996,9,'scam_free',32,'scam_free',F
recipients,15991,9,'scam_free',33,'scam_free',F
were,2020,9,'scam_free',34,'scam_free',F
accused,5496,9,'scam_free',35,'scam_free',F
of,1997,9,'scam_free',36,'scam_free',F
illegally,17800,9,'scam_free',37,'scam_free',F
distributing,20083,9,'scam_free',38,'scam_free',F
pornographic,26932,9,'scam_free',39,'scam_free',F
content,4180,9,'scam_free',40,'scam_free',F
and,1998,9,'scam_free',41,'scam_free',F
were,2020,9,'scam_free',42,'scam_free',F
instructed,10290,9,'scam_free',43,'scam_free',F
to,2000,9,'scam_free',44,'scam_free',F
pay,3477,9,'scam_free',45,'scam_free',F
$,1002,9,'scam_free',46,'scam_free',F
11,2340,9,'scam_free',47,'scam_free',F
",",1010,9,'scam_free',48,'scam_free',F
500,3156,9,'scam_free',49,'scam_free',F
by,2011,9,'scam_free',50,'scam_free',F
the,1996,9,'scam_free',51,'scam_free',F
end,2203,9,'scam_free',52,'scam_free',F
of,1997,9,'scam_free',53,'scam_free',F
september,2244,9,'scam_free',54,'scam_free',F
to,2000,9,'scam_free',55,'scam_free',F
avoid,4468,9,'scam_free',56,'scam_free',F
a,1037,9,'scam_free',57,'scam_free',F
lawsuit,9870,9,'scam_free',58,'scam_free',F
.,1012,9,'scam_free',59,'scam_free',F
searching,6575,9,'scam_free',60,'scam_free',F
for,2005,9,'scam_free',61,'scam_free',F
the,1996,9,'scam_free',62,'scam_free',F
email,10373,9,'scam_free',63,'scam_free',F
address,4769,9,'scam_free',64,'scam_free',F
online,3784,9,'scam_free',65,'scam_free',F
leads,5260,9,'scam_free',66,'scam_free',F
to,2000,9,'scam_free',67,'scam_free',F
an,2019,9,'scam_free',68,'scam_free',F
official,2880,9,'scam_free',69,'scam_free',F
law,2375,9,'scam_free',70,'scam_free',F
firm,3813,9,'scam_free',71,'scam_free',F
website,4037,9,'scam_free',72,'scam_free',F
located,2284,9,'scam_free',73,'scam_free',F
in,1999,9,'scam_free',74,'scam_free',F
barcelona,7623,9,'scam_free',75,'scam_free',F
.,1012,9,'scam_free',76,'scam_free',F
shortly,3859,9,'scam_free',77,'scam_free',F
after,2044,9,'scam_free',78,'scam_free',F
the,1996,9,'scam_free',79,'scam_free',F
emails,22028,9,'scam_free',80,'scam_free',F
were,2020,9,'scam_free',81,'scam_free',F
sent,2741,9,'scam_free',82,'scam_free',F
out,2041,9,'scam_free',83,'scam_free',F
",",1010,9,'scam_free',84,'scam_free',F
the,1996,9,'scam_free',85,'scam_free',F
law,2375,9,'scam_free',86,'scam_free',F
firm,3813,9,'scam_free',87,'scam_free',F
di,4487,9,'scam_free',88,'scam_free',F
##so,6499,9,'scam_free',89,'scam_free',F
##wn,7962,9,'scam_free',90,'scam_free',F
##ed,2098,9,'scam_free',91,'scam_free',F
them,2068,9,'scam_free',92,'scam_free',F
",",1010,9,'scam_free',93,'scam_free',F
calling,4214,9,'scam_free',94,'scam_free',F
them,2068,9,'scam_free',95,'scam_free',F
a,1037,9,'scam_free',96,'scam_free',F
hoax,28520,9,'scam_free',97,'scam_free',F
.,1012,9,'scam_free',98,'scam_free',F
police,2610,9,'scam_free',99,'scam_free',F
officials,4584,9,'scam_free',100,'scam_free',F
state,2110,9,'scam_free',101,'scam_free',F
that,2008,9,'scam_free',102,'scam_free',F
5,1019,9,'scam_free',103,'scam_free',F
%,1003,9,'scam_free',104,'scam_free',F
of,1997,9,'scam_free',105,'scam_free',F
the,1996,9,'scam_free',106,'scam_free',F
recipients,15991,9,'scam_free',107,'scam_free',F
have,2031,9,'scam_free',108,'scam_free',F
paid,3825,9,'scam_free',109,'scam_free',F
the,1996,9,'scam_free',110,'scam_free',F
money,2769,9,'scam_free',111,'scam_free',F
.,1012,9,'scam_free',112,'scam_free',F
this,2023,9,'scam_free',113,'scam_free',F
sums,20571,9,'scam_free',114,'scam_free',F
to,2000,9,'scam_free',115,'scam_free',F
more,2062,9,'scam_free',116,'scam_free',F
than,2084,9,'scam_free',117,'scam_free',F
$,1002,9,'scam_free',118,'scam_free',F
17,2459,9,'scam_free',119,'scam_free',F
million,2454,9,'scam_free',120,'scam_free',F
that,2008,9,'scam_free',121,'scam_free',F
have,2031,9,'scam_free',122,'scam_free',F
been,2042,9,'scam_free',123,'scam_free',F
paid,3825,9,'scam_free',124,'scam_free',F
to,2000,9,'scam_free',125,'scam_free',F
the,1996,9,'scam_free',126,'scam_free',F
sc,8040,9,'scam_free',127,'scam_free',F
##am,3286,9,'scam_free',128,'scam_free',F
##mers,16862,9,'scam_free',129,'scam_free',F
.,1012,9,'scam_free',130,'scam_free',F
now,2085,9,'scam_free',131,'scam_free',F
",",1010,9,'scam_free',132,'scam_free',F
4,1018,9,'scam_free',133,'scam_free',F
weeks,3134,9,'scam_free',134,'scam_free',F
later,2101,9,'scam_free',135,'scam_free',F
",",1010,9,'scam_free',136,'scam_free',F
the,1996,9,'scam_free',137,'scam_free',F
police,2610,9,'scam_free',138,'scam_free',F
have,2031,9,'scam_free',139,'scam_free',F
tracked,12808,9,'scam_free',140,'scam_free',F
down,2091,9,'scam_free',141,'scam_free',F
the,1996,9,'scam_free',142,'scam_free',F
internet,4274,9,'scam_free',143,'scam_free',F
cafe,7668,9,'scam_free',144,'scam_free',F
from,2013,9,'scam_free',145,'scam_free',F
which,2029,9,'scam_free',146,'scam_free',F
the,1996,9,'scam_free',147,'scam_free',F
emails,22028,9,'scam_free',148,'scam_free',F
were,2020,9,'scam_free',149,'scam_free',F
sent,2741,9,'scam_free',150,'scam_free',F
.,1012,9,'scam_free',151,'scam_free',F
after,2044,9,'scam_free',152,'scam_free',F
observing,14158,9,'scam_free',153,'scam_free',F
the,1996,9,'scam_free',154,'scam_free',F
cafe,7668,9,'scam_free',155,'scam_free',F
',1005,9,'scam_free',156,'scam_free',F
s,1055,9,'scam_free',157,'scam_free',F
camera,4950,9,'scam_free',158,'scam_free',F
footage,8333,9,'scam_free',159,'scam_free',F
",",1010,9,'scam_free',160,'scam_free',F
the,1996,9,'scam_free',161,'scam_free',F
police,2610,9,'scam_free',162,'scam_free',F
arrested,4727,9,'scam_free',163,'scam_free',F
a,1037,9,'scam_free',164,'scam_free',F
man,2158,9,'scam_free',165,'scam_free',F
and,1998,9,'scam_free',166,'scam_free',F
a,1037,9,'scam_free',167,'scam_free',F
woman,2450,9,'scam_free',168,'scam_free',F
(,1006,9,'scam_free',169,'scam_free',F
both,2119,9,'scam_free',170,'scam_free',F
52,4720,9,'scam_free',171,'scam_free',F
),1007,9,'scam_free',172,'scam_free',F
who,2040,9,'scam_free',173,'scam_free',F
were,2020,9,'scam_free',174,'scam_free',F
responsible,3625,9,'scam_free',175,'scam_free',F
for,2005,9,'scam_free',176,'scam_free',F
the,1996,9,'scam_free',177,'scam_free',F
sc,8040,9,'scam_free',178,'scam_free',F
##am,3286,9,'scam_free',179,'scam_free',F
.,1012,9,'scam_free',180,'scam_free',F
they,2027,9,'scam_free',181,'scam_free',F
face,2227,9,'scam_free',182,'scam_free',F
9,1023,9,'scam_free',183,'scam_free',F
years,2086,9,'scam_free',184,'scam_free',F
in,1999,9,'scam_free',185,'scam_free',F
prison,3827,9,'scam_free',186,'scam_free',F
.,1012,9,'scam_free',187,'scam_free',F
however,2174,9,'scam_free',188,'scam_free',F
",",1010,9,'scam_free',189,'scam_free',F
news,2739,9,'scam_free',190,'scam_free',F
outlets,11730,9,'scam_free',191,'scam_free',F
recently,3728,9,'scam_free',192,'scam_free',F
acquired,3734,9,'scam_free',193,'scam_free',F
access,3229,9,'scam_free',194,'scam_free',F
to,2000,9,'scam_free',195,'scam_free',F
the,1996,9,'scam_free',196,'scam_free',F
camera,4950,9,'scam_free',197,'scam_free',F
footage,8333,9,'scam_free',198,'scam_free',F
and,1998,9,'scam_free',199,'scam_free',F
found,2179,9,'scam_free',200,'scam_free',F
that,2008,9,'scam_free',201,'scam_free',F
the,1996,9,'scam_free',202,'scam_free',F
video,2678,9,'scam_free',203,'scam_free',F
material,3430,9,'scam_free',204,'scam_free',F
is,2003,9,'scam_free',205,'scam_free',F
of,1997,9,'scam_free',206,'scam_free',F
very,2200,9,'scam_free',207,'scam_free',F
poor,3532,9,'scam_free',208,'scam_free',F
quality,3737,9,'scam_free',209,'scam_free',F
and,1998,9,'scam_free',210,'scam_free',F
therefore,3568,9,'scam_free',211,'scam_free',F
unreliable,23579,9,'scam_free',212,'scam_free',F
.,1012,9,'scam_free',213,'scam_free',F
a,1037,10,'professor_free',0,'professor_free',F
professor,2934,10,'professor_free',1,'professor_free',F
in,1999,10,'professor_free',2,'professor_free',F
the,1996,10,'professor_free',3,'professor_free',F
neuroscience,23700,10,'professor_free',4,'professor_free',F
department,2533,10,'professor_free',5,'professor_free',F
at,2012,10,'professor_free',6,'professor_free',F
co,2522,10,'professor_free',7,'professor_free',F
##rse,22573,10,'professor_free',8,'professor_free',F
##n,2078,10,'professor_free',9,'professor_free',F
university,2118,10,'professor_free',10,'professor_free',F
has,2038,10,'professor_free',11,'professor_free',F
been,2042,10,'professor_free',12,'professor_free',F
accused,5496,10,'professor_free',13,'professor_free',F
of,1997,10,'professor_free',14,'professor_free',F
sexual,4424,10,'professor_free',15,'professor_free',F
harassment,16011,10,'professor_free',16,'professor_free',F
.,1012,10,'professor_free',17,'professor_free',F
11,2340,10,'professor_free',18,'professor_free',F
women,2308,10,'professor_free',19,'professor_free',F
",",1010,10,'professor_free',20,'professor_free',F
all,2035,10,'professor_free',21,'professor_free',F
of,1997,10,'professor_free',22,'professor_free',F
them,2068,10,'professor_free',23,'professor_free',F
former,2280,10,'professor_free',24,'professor_free',F
graduate,4619,10,'professor_free',25,'professor_free',F
students,2493,10,'professor_free',26,'professor_free',F
in,1999,10,'professor_free',27,'professor_free',F
the,1996,10,'professor_free',28,'professor_free',F
department,2533,10,'professor_free',29,'professor_free',F
",",1010,10,'professor_free',30,'professor_free',F
have,2031,10,'professor_free',31,'professor_free',F
come,2272,10,'professor_free',32,'professor_free',F
forward,2830,10,'professor_free',33,'professor_free',F
with,2007,10,'professor_free',34,'professor_free',F
stories,3441,10,'professor_free',35,'professor_free',F
about,2055,10,'professor_free',36,'professor_free',F
prof,11268,10,'professor_free',37,'professor_free',F
.,1012,10,'professor_free',38,'professor_free',F
jim,3958,10,'professor_free',39,'professor_free',F
smith,3044,10,'professor_free',40,'professor_free',F
.,1012,10,'professor_free',41,'professor_free',F
smith,3044,10,'professor_free',42,'professor_free',F
had,2018,10,'professor_free',43,'professor_free',F
frequently,4703,10,'professor_free',44,'professor_free',F
commented,7034,10,'professor_free',45,'professor_free',F
on,2006,10,'professor_free',46,'professor_free',F
women,2308,10,'professor_free',47,'professor_free',F
',1005,10,'professor_free',48,'professor_free',F
s,1055,10,'professor_free',49,'professor_free',F
appearance,3311,10,'professor_free',50,'professor_free',F
",",1010,10,'professor_free',51,'professor_free',F
forced,3140,10,'professor_free',52,'professor_free',F
students,2493,10,'professor_free',53,'professor_free',F
to,2000,10,'professor_free',54,'professor_free',F
have,2031,10,'professor_free',55,'professor_free',F
meetings,6295,10,'professor_free',56,'professor_free',F
with,2007,10,'professor_free',57,'professor_free',F
him,2032,10,'professor_free',58,'professor_free',F
in,1999,10,'professor_free',59,'professor_free',F
his,2010,10,'professor_free',60,'professor_free',F
private,2797,10,'professor_free',61,'professor_free',F
home,2188,10,'professor_free',62,'professor_free',F
",",1010,10,'professor_free',63,'professor_free',F
and,1998,10,'professor_free',64,'professor_free',F
hosted,4354,10,'professor_free',65,'professor_free',F
several,2195,10,'professor_free',66,'professor_free',F
hot,2980,10,'professor_free',67,'professor_free',F
-,1011,10,'professor_free',68,'professor_free',F
tub,14366,10,'professor_free',69,'professor_free',F
parties,4243,10,'professor_free',70,'professor_free',F
that,2008,10,'professor_free',71,'professor_free',F
included,2443,10,'professor_free',72,'professor_free',F
nu,16371,10,'professor_free',73,'professor_free',F
##dity,25469,10,'professor_free',74,'professor_free',F
",",1010,10,'professor_free',75,'professor_free',F
which,2029,10,'professor_free',76,'professor_free',F
students,2493,10,'professor_free',77,'professor_free',F
were,2020,10,'professor_free',78,'professor_free',F
present,2556,10,'professor_free',79,'professor_free',F
at,2012,10,'professor_free',80,'professor_free',F
.,1012,10,'professor_free',81,'professor_free',F
it,2009,10,'professor_free',82,'professor_free',F
was,2001,10,'professor_free',83,'professor_free',F
well,2092,10,'professor_free',84,'professor_free',F
-,1011,10,'professor_free',85,'professor_free',F
known,2124,10,'professor_free',86,'professor_free',F
that,2008,10,'professor_free',87,'professor_free',F
smith,3044,10,'professor_free',88,'professor_free',F
engaged,5117,10,'professor_free',89,'professor_free',F
in,1999,10,'professor_free',90,'professor_free',F
a,1037,10,'professor_free',91,'professor_free',F
series,2186,10,'professor_free',92,'professor_free',F
of,1997,10,'professor_free',93,'professor_free',F
qui,21864,10,'professor_free',94,'professor_free',F
##d,2094,10,'professor_free',95,'professor_free',F
pro,4013,10,'professor_free',96,'professor_free',F
quo,22035,10,'professor_free',97,'professor_free',F
sexual,4424,10,'professor_free',98,'professor_free',F
relationships,6550,10,'professor_free',99,'professor_free',F
with,2007,10,'professor_free',100,'professor_free',F
his,2010,10,'professor_free',101,'professor_free',F
female,2931,10,'professor_free',102,'professor_free',F
graduate,4619,10,'professor_free',103,'professor_free',F
students,2493,10,'professor_free',104,'professor_free',F
.,1012,10,'professor_free',105,'professor_free',F
an,2019,10,'professor_free',106,'professor_free',F
independent,2981,10,'professor_free',107,'professor_free',F
investigation,4812,10,'professor_free',108,'professor_free',F
by,2011,10,'professor_free',109,'professor_free',F
an,2019,10,'professor_free',110,'professor_free',F
external,6327,10,'professor_free',111,'professor_free',F
law,2375,10,'professor_free',112,'professor_free',F
firm,3813,10,'professor_free',113,'professor_free',F
was,2001,10,'professor_free',114,'professor_free',F
commissioned,4837,10,'professor_free',115,'professor_free',F
.,1012,10,'professor_free',116,'professor_free',F
smith,3044,10,'professor_free',117,'professor_free',F
will,2097,10,'professor_free',118,'professor_free',F
be,2022,10,'professor_free',119,'professor_free',F
suspended,6731,10,'professor_free',120,'professor_free',F
for,2005,10,'professor_free',121,'professor_free',F
an,2019,10,'professor_free',122,'professor_free',F
indefinite,25617,10,'professor_free',123,'professor_free',F
amount,3815,10,'professor_free',124,'professor_free',F
of,1997,10,'professor_free',125,'professor_free',F
time,2051,10,'professor_free',126,'professor_free',F
or,2030,10,'professor_free',127,'professor_free',F
even,2130,10,'professor_free',128,'professor_free',F
fired,5045,10,'professor_free',129,'professor_free',F
",",1010,10,'professor_free',130,'professor_free',F
a,1037,10,'professor_free',131,'professor_free',F
ra,10958,10,'professor_free',132,'professor_free',F
##rity,15780,10,'professor_free',133,'professor_free',F
for,2005,10,'professor_free',134,'professor_free',F
tenure,7470,10,'professor_free',135,'professor_free',F
##d,2094,10,'professor_free',136,'professor_free',F
professors,12655,10,'professor_free',137,'professor_free',F
.,1012,10,'professor_free',138,'professor_free',F
the,1996,10,'professor_free',139,'professor_free',F
report,3189,10,'professor_free',140,'professor_free',F
by,2011,10,'professor_free',141,'professor_free',F
the,1996,10,'professor_free',142,'professor_free',F
official,2880,10,'professor_free',143,'professor_free',F
investigation,4812,10,'professor_free',144,'professor_free',F
is,2003,10,'professor_free',145,'professor_free',F
based,2241,10,'professor_free',146,'professor_free',F
on,2006,10,'professor_free',147,'professor_free',F
testimony,10896,10,'professor_free',148,'professor_free',F
about,2055,10,'professor_free',149,'professor_free',F
his,2010,10,'professor_free',150,'professor_free',F
character,2839,10,'professor_free',151,'professor_free',F
by,2011,10,'professor_free',152,'professor_free',F
100,2531,10,'professor_free',153,'professor_free',F
of,1997,10,'professor_free',154,'professor_free',F
his,2010,10,'professor_free',155,'professor_free',F
current,2783,10,'professor_free',156,'professor_free',F
and,1998,10,'professor_free',157,'professor_free',F
former,2280,10,'professor_free',158,'professor_free',F
students,2493,10,'professor_free',159,'professor_free',F
",",1010,10,'professor_free',160,'professor_free',F
and,1998,10,'professor_free',161,'professor_free',F
the,1996,10,'professor_free',162,'professor_free',F
facts,8866,10,'professor_free',163,'professor_free',F
are,2024,10,'professor_free',164,'professor_free',F
much,2172,10,'professor_free',165,'professor_free',F
less,2625,10,'professor_free',166,'professor_free',F
clear,3154,10,'professor_free',167,'professor_free',F
than,2084,10,'professor_free',168,'professor_free',F
the,1996,10,'professor_free',169,'professor_free',F
original,2434,10,'professor_free',170,'professor_free',F
allegations,9989,10,'professor_free',171,'professor_free',F
suggest,6592,10,'professor_free',172,'professor_free',F
.,1012,10,'professor_free',173,'professor_free',F
thanks,4283,11,'smuggler_jail',0,'smuggler_jail',F
to,2000,11,'smuggler_jail',1,'smuggler_jail',F
a,1037,11,'smuggler_jail',2,'smuggler_jail',F
routine,9410,11,'smuggler_jail',3,'smuggler_jail',F
cargo,6636,11,'smuggler_jail',4,'smuggler_jail',F
vessel,6258,11,'smuggler_jail',5,'smuggler_jail',F
check,4638,11,'smuggler_jail',6,'smuggler_jail',F
",",1010,11,'smuggler_jail',7,'smuggler_jail',F
the,1996,11,'smuggler_jail',8,'smuggler_jail',F
indonesian,9003,11,'smuggler_jail',9,'smuggler_jail',F
police,2610,11,'smuggler_jail',10,'smuggler_jail',F
were,2020,11,'smuggler_jail',11,'smuggler_jail',F
able,2583,11,'smuggler_jail',12,'smuggler_jail',F
to,2000,11,'smuggler_jail',13,'smuggler_jail',F
prevent,4652,11,'smuggler_jail',14,'smuggler_jail',F
a,1037,11,'smuggler_jail',15,'smuggler_jail',F
smuggling,19535,11,'smuggler_jail',16,'smuggler_jail',F
attempt,3535,11,'smuggler_jail',17,'smuggler_jail',F
.,1012,11,'smuggler_jail',18,'smuggler_jail',F
they,2027,11,'smuggler_jail',19,'smuggler_jail',F
found,2179,11,'smuggler_jail',20,'smuggler_jail',F
150,5018,11,'smuggler_jail',21,'smuggler_jail',F
exotic,12564,11,'smuggler_jail',22,'smuggler_jail',F
birds,5055,11,'smuggler_jail',23,'smuggler_jail',F
stuffed,11812,11,'smuggler_jail',24,'smuggler_jail',F
into,2046,11,'smuggler_jail',25,'smuggler_jail',F
plastic,6081,11,'smuggler_jail',26,'smuggler_jail',F
drain,12475,11,'smuggler_jail',27,'smuggler_jail',F
pipes,12432,11,'smuggler_jail',28,'smuggler_jail',F
that,2008,11,'smuggler_jail',29,'smuggler_jail',F
were,2020,11,'smuggler_jail',30,'smuggler_jail',F
sealed,10203,11,'smuggler_jail',31,'smuggler_jail',F
at,2012,11,'smuggler_jail',32,'smuggler_jail',F
each,2169,11,'smuggler_jail',33,'smuggler_jail',F
end,2203,11,'smuggler_jail',34,'smuggler_jail',F
by,2011,11,'smuggler_jail',35,'smuggler_jail',F
a,1037,11,'smuggler_jail',36,'smuggler_jail',F
wire,7318,11,'smuggler_jail',37,'smuggler_jail',F
.,1012,11,'smuggler_jail',38,'smuggler_jail',F
the,1996,11,'smuggler_jail',39,'smuggler_jail',F
animals,4176,11,'smuggler_jail',40,'smuggler_jail',F
were,2020,11,'smuggler_jail',41,'smuggler_jail',F
meant,3214,11,'smuggler_jail',42,'smuggler_jail',F
to,2000,11,'smuggler_jail',43,'smuggler_jail',F
be,2022,11,'smuggler_jail',44,'smuggler_jail',F
transported,9687,11,'smuggler_jail',45,'smuggler_jail',F
to,2000,11,'smuggler_jail',46,'smuggler_jail',F
the,1996,11,'smuggler_jail',47,'smuggler_jail',F
us,2149,11,'smuggler_jail',48,'smuggler_jail',F
",",1010,11,'smuggler_jail',49,'smuggler_jail',F
where,2073,11,'smuggler_jail',50,'smuggler_jail',F
they,2027,11,'smuggler_jail',51,'smuggler_jail',F
were,2020,11,'smuggler_jail',52,'smuggler_jail',F
to,2000,11,'smuggler_jail',53,'smuggler_jail',F
be,2022,11,'smuggler_jail',54,'smuggler_jail',F
sold,2853,11,'smuggler_jail',55,'smuggler_jail',F
as,2004,11,'smuggler_jail',56,'smuggler_jail',F
pets,18551,11,'smuggler_jail',57,'smuggler_jail',F
.,1012,11,'smuggler_jail',58,'smuggler_jail',F
the,1996,11,'smuggler_jail',59,'smuggler_jail',F
operation,3169,11,'smuggler_jail',60,'smuggler_jail',F
was,2001,11,'smuggler_jail',61,'smuggler_jail',F
planned,3740,11,'smuggler_jail',62,'smuggler_jail',F
and,1998,11,'smuggler_jail',63,'smuggler_jail',F
executed,6472,11,'smuggler_jail',64,'smuggler_jail',F
by,2011,11,'smuggler_jail',65,'smuggler_jail',F
a,1037,11,'smuggler_jail',66,'smuggler_jail',F
wildlife,6870,11,'smuggler_jail',67,'smuggler_jail',F
trafficking,11626,11,'smuggler_jail',68,'smuggler_jail',F
ring,3614,11,'smuggler_jail',69,'smuggler_jail',F
.,1012,11,'smuggler_jail',70,'smuggler_jail',F
this,2023,11,'smuggler_jail',71,'smuggler_jail',F
delivery,6959,11,'smuggler_jail',72,'smuggler_jail',F
would,2052,11,'smuggler_jail',73,'smuggler_jail',F
have,2031,11,'smuggler_jail',74,'smuggler_jail',F
been,2042,11,'smuggler_jail',75,'smuggler_jail',F
worth,4276,11,'smuggler_jail',76,'smuggler_jail',F
$,1002,11,'smuggler_jail',77,'smuggler_jail',F
250,5539,11,'smuggler_jail',78,'smuggler_jail',F
",",1010,11,'smuggler_jail',79,'smuggler_jail',F
000,2199,11,'smuggler_jail',80,'smuggler_jail',F
.,1012,11,'smuggler_jail',81,'smuggler_jail',F
one,2028,11,'smuggler_jail',82,'smuggler_jail',F
week,2733,11,'smuggler_jail',83,'smuggler_jail',F
after,2044,11,'smuggler_jail',84,'smuggler_jail',F
discovering,13648,11,'smuggler_jail',85,'smuggler_jail',F
the,1996,11,'smuggler_jail',86,'smuggler_jail',F
illegally,17800,11,'smuggler_jail',87,'smuggler_jail',F
captured,4110,11,'smuggler_jail',88,'smuggler_jail',F
birds,5055,11,'smuggler_jail',89,'smuggler_jail',F
",",1010,11,'smuggler_jail',90,'smuggler_jail',F
the,1996,11,'smuggler_jail',91,'smuggler_jail',F
police,2610,11,'smuggler_jail',92,'smuggler_jail',F
arrested,4727,11,'smuggler_jail',93,'smuggler_jail',F
four,2176,11,'smuggler_jail',94,'smuggler_jail',F
men,2273,11,'smuggler_jail',95,'smuggler_jail',F
who,2040,11,'smuggler_jail',96,'smuggler_jail',F
attempted,4692,11,'smuggler_jail',97,'smuggler_jail',F
to,2000,11,'smuggler_jail',98,'smuggler_jail',F
commit,10797,11,'smuggler_jail',99,'smuggler_jail',F
the,1996,11,'smuggler_jail',100,'smuggler_jail',F
smuggling,19535,11,'smuggler_jail',101,'smuggler_jail',F
.,1012,11,'smuggler_jail',102,'smuggler_jail',F
the,1996,11,'smuggler_jail',103,'smuggler_jail',F
men,2273,11,'smuggler_jail',104,'smuggler_jail',F
face,2227,11,'smuggler_jail',105,'smuggler_jail',F
five,2274,11,'smuggler_jail',106,'smuggler_jail',F
years,2086,11,'smuggler_jail',107,'smuggler_jail',F
in,1999,11,'smuggler_jail',108,'smuggler_jail',F
prison,3827,11,'smuggler_jail',109,'smuggler_jail',F
and,1998,11,'smuggler_jail',110,'smuggler_jail',F
a,1037,11,'smuggler_jail',111,'smuggler_jail',F
fine,2986,11,'smuggler_jail',112,'smuggler_jail',F
of,1997,11,'smuggler_jail',113,'smuggler_jail',F
$,1002,11,'smuggler_jail',114,'smuggler_jail',F
800,5385,11,'smuggler_jail',115,'smuggler_jail',F
##0,2692,11,'smuggler_jail',116,'smuggler_jail',F
.,1012,11,'smuggler_jail',117,'smuggler_jail',F
the,1996,11,'smuggler_jail',118,'smuggler_jail',F
case,2553,11,'smuggler_jail',119,'smuggler_jail',F
rests,16626,11,'smuggler_jail',120,'smuggler_jail',F
on,2006,11,'smuggler_jail',121,'smuggler_jail',F
several,2195,11,'smuggler_jail',122,'smuggler_jail',F
eye,3239,11,'smuggler_jail',123,'smuggler_jail',F
##wi,9148,11,'smuggler_jail',124,'smuggler_jail',F
##tness,27401,11,'smuggler_jail',125,'smuggler_jail',F
reports,4311,11,'smuggler_jail',126,'smuggler_jail',F
",",1010,11,'smuggler_jail',127,'smuggler_jail',F
which,2029,11,'smuggler_jail',128,'smuggler_jail',F
provide,3073,11,'smuggler_jail',129,'smuggler_jail',F
a,1037,11,'smuggler_jail',130,'smuggler_jail',F
very,2200,11,'smuggler_jail',131,'smuggler_jail',F
strong,2844,11,'smuggler_jail',132,'smuggler_jail',F
case,2553,11,'smuggler_jail',133,'smuggler_jail',F
for,2005,11,'smuggler_jail',134,'smuggler_jail',F
the,1996,11,'smuggler_jail',135,'smuggler_jail',F
men,2273,11,'smuggler_jail',136,'smuggler_jail',F
',1005,11,'smuggler_jail',137,'smuggler_jail',F
s,1055,11,'smuggler_jail',138,'smuggler_jail',F
guilt,8056,11,'smuggler_jail',139,'smuggler_jail',F
.,1012,11,'smuggler_jail',140,'smuggler_jail',F
moreover,9308,11,'smuggler_jail',141,'smuggler_jail',F
",",1010,11,'smuggler_jail',142,'smuggler_jail',F
the,1996,11,'smuggler_jail',143,'smuggler_jail',F
men,2273,11,'smuggler_jail',144,'smuggler_jail',F
',1005,11,'smuggler_jail',145,'smuggler_jail',F
s,1055,11,'smuggler_jail',146,'smuggler_jail',F
